,text,created_at,retweets
4710,"I've been saying it for a long, long time. #NoKo https://t.co/LQl7tGhMdO",2017-12-28 19:20:47,26550
4711,Caught RED HANDED - very disappointed that China is allowing oil to go into North Korea. There will never be a frie… https://t.co/aIa4CFXNoA,2017-12-28 16:24:08,31262
4712,Retail sales are at record numbers. We’ve got the economy going better than anyone ever dreamt - and you haven’t seen anything yet!,2017-12-28 16:18:20,21144
4713,"Vanity Fair, which looks like it is on its last legs, is bending over backwards in apologizing for the minor hit th… https://t.co/Sx6AmzfKRp",2017-12-28 15:24:53,14145
4714,"“Arrests of MS-13 Members, Associates Up 83% Under Trump” 
https://t.co/70iPHy2Yqn",2017-12-28 02:46:30,20827
4715,"“On 1/20 - the day Trump was inaugurated - an estimated 35,000 ISIS fighters held approx 17,500 square miles of ter… https://t.co/xnR1mXhmr3",2017-12-28 02:09:22,19410
4716,Just left West Palm Beach Fire &amp; Rescue #2. Met with great men and women as representatives of those who do so much… https://t.co/UK0Q7BUKbj,2017-12-27 23:11:13,18077
4717,"All signs are that business is looking really good for next year, only to be helped further by our Tax Cut Bill. Wi… https://t.co/f37VETYLej",2017-12-26 22:17:14,24808
4718,"WOW, @foxandfrlends  “Dossier is bogus. Clinton Campaign, DNC funded Dossier. FBI CANNOT (after all of this time) V… https://t.co/3Lv4EhnuwV",2017-12-26 13:24:27,34511
4719,Based on the fact that the very unfair and unpopular Individual Mandate has been terminated as part of our Tax Cut… https://t.co/sZ3YczC3mR,2017-12-26 11:58:42,20125
4720,"I hope everyone is having a great Christmas, then tomorrow it’s back to work in order to Make America Great Again (… https://t.co/JJ2tiWwe9V",2017-12-25 23:33:55,33687
4721,RT @EricTrump: We should all take a moment to say a prayer for those who paid the ultimate price  — Their bravery and sacrifice allows us t…,2017-12-25 23:28:51,23101
4722,MERRY CHRISTMAS!!! https://t.co/mYtV5GNdLl,2017-12-25 13:36:51,48860
4723,MERRY CHRISTMAS!! https://t.co/xa2qxcisVV,2017-12-25 03:51:52,32780
4724,People are proud to be saying Merry Christmas again. I am proud to have led the charge against the assault of our c… https://t.co/TDmO0lcYHA,2017-12-25 02:56:19,52694
4725,"The Tax Cut/Reform Bill, including Massive Alaska Drilling and the Repeal of the highly unpopular Individual Mandat… https://t.co/KgKnGzK6md",2017-12-24 20:35:26,22538
4726,The Fake News refuses to talk about how Big and how Strong our BASE is. They show Fake Polls just like they report… https://t.co/hNmVwpHtM1,2017-12-24 13:48:11,32225
4727,RT @shawgerald4: @realDonaldTrump Thank you President TRUMP!! https://t.co/LKdkT0FL99,2017-12-24 12:31:48,11564
4728,".@FoxNews-FBI’s Andrew McCabe, “in addition to his wife getting all of this money from M (Clinton Puppet), he was u… https://t.co/fRprD7LwtJ",2017-12-24 12:25:22,29372
4729,"Remember, the Republicans are 5-0 in Congressional races this year. In Senate, I said Roy M would lose in Alabama a… https://t.co/5IMirkPYFR",2017-12-23 22:57:50,16376
4730,The Stock Market is setting record after record and unemployment is at a 17 year low. So many things accomplished b… https://t.co/bctmAtxwb2,2017-12-23 22:44:45,22114
4731,"Wow, “FBI lawyer James Baker reassigned,” according to @FoxNews.",2017-12-23 20:32:42,16507
4732,FBI Deputy Director Andrew McCabe is racing the clock to retire with full benefits. 90 days to go?!!!,2017-12-23 20:30:06,22178
4733,"How can FBI Deputy Director Andrew McCabe, the man in charge, along with leakin’ James Comey, of the Phony Hillary… https://t.co/9vYPo8QMbI",2017-12-23 20:27:05,36161
4734,RT @EricTrump: #JournalismIsDead  https://t.co/xZaJD5ADb7,2017-12-23 20:03:39,20685
4735,"Remember, the most hated part of ObamaCare is the Individual Mandate, which is being terminated under our just signed Tax Cut Bill.",2017-12-22 22:11:56,24929
4736,"Today, it was my great honor to sign the largest TAX CUTS and reform in the history of our country. Full remarks:… https://t.co/1plwmP1SX9",2017-12-22 20:47:43,15557
4737,"The United Nations Security Council just voted 15-0 in favor of additional Sanctions on North Korea. The World wants Peace, not Death!",2017-12-22 20:47:15,18645
4738,"Congressman Ron DeSantis is a brilliant young leader, Yale and then Harvard Law, who would make a GREAT Governor of… https://t.co/T3T1ayf1Vh",2017-12-22 18:40:29,16066
4739,"95% of Americans will pay less or, at worst, the same amount of taxes (mostly far less). The Dems only want to raise your taxes!",2017-12-22 16:46:49,21074
4740,Will be signing the biggest ever Tax Cut and Reform Bill in 30 minutes in Oval Office. Will also be signing a much… https://t.co/fgGbqDb0wg,2017-12-22 15:07:55,18825
4741,"With all my Administration has done on Legislative Approvals (broke Harry Truman’s Record), Regulation Cutting, Jud… https://t.co/CukTyBYh5K",2017-12-22 15:04:39,19479
4742,“The President has accomplished some absolutely historic things during this past year.” Thank you Charlie Kirk of T… https://t.co/M7G4m0QqmO,2017-12-22 14:17:04,18445
4743,"At some point, and for the good of the country, I predict we will start working with the Democrats in a Bipartisan… https://t.co/YVl8tAcSOk",2017-12-22 13:05:06,27168
4744,So true! https://t.co/1c8hu6O5t9,2017-12-22 12:50:42,10044
4745,Our big and very popular Tax Cut and Reform Bill has taken on an unexpected new source of “love” - that is big comp… https://t.co/jnCQYxYQBh,2017-12-22 12:47:51,21677
4746,"THANK YOU to everyone who joined me at the @WhiteHouse yesterday. Together, we are MAKING AMERICA GREAT AGAIN!… https://t.co/aykO3m2rVg",2017-12-21 18:16:28,13794
4747,"House Democrats want a SHUTDOWN for the holidays in order to distract from the very popular, just passed, Tax Cuts.… https://t.co/NRQRR8w3pp",2017-12-21 14:52:22,20304
4748,Home Sales hit BEST numbers in 10 years! MAKE AMERICA GREAT AGAIN,2017-12-21 13:56:28,17789
4749,Was @foxandfriends just named the most influential show in news? You deserve it - three great people! The many Fake… https://t.co/43JVSDZSt6,2017-12-21 12:45:17,18769
4750,"The Massive Tax Cuts, which the Fake News Media is desperate to write badly about so as to please their Democrat bo… https://t.co/9RZmBbjPQo",2017-12-21 12:24:22,24980
4751,WE ARE MAKING AMERICA GREAT AGAIN! https://t.co/HY353gXV0R,2017-12-20 21:44:50,23598
4752,"We are delivering HISTORIC TAX RELIEF for the American people!
#TaxCutsandJobsAct https://t.co/lLgATrCh5o",2017-12-20 18:09:44,20280
4753,"Together, we are MAKING AMERICA GREAT AGAIN! https://t.co/47k9i4p3J2",2017-12-20 17:30:26,15126
4754,I would like to congratulate @SenateMajLdr on having done a fantastic job both strategically &amp; politically on the p… https://t.co/XkEvQ5GTGi,2017-12-20 16:39:04,17583
4755,"The Tax Cuts are so large and so meaningful, and yet the Fake News is working overtime to follow the lead of their… https://t.co/TKdgQwixwF",2017-12-20 14:32:51,17678
4756,The United States Senate just passed the biggest in history Tax Cut and Reform Bill. Terrible Individual Mandate (O… https://t.co/uK5NUk2Ymo,2017-12-20 06:09:06,30892
4757,"Congratulations to Paul Ryan, Kevin McCarthy, Kevin Brady, Steve Scalise, Cathy McMorris Rodgers and all great Hous… https://t.co/DjSHn7C6bL",2017-12-19 20:18:12,24145
4758,A  story in the @washingtonpost that I was close to “rescinding” the nomination of Justice Gorsuch prior to confirm… https://t.co/wu6B3WTgX0,2017-12-19 15:07:01,24565
4759,Stocks and the economy have a long way to go after the Tax Cut Bill is totally understood and appreciated in scope… https://t.co/2BJwFD1CTu,2017-12-19 11:23:40,14114
4760,DOW RISES 5000 POINTS ON THE YEAR FOR THE FIRST TIME EVER - MAKE AMERICA GREAT AGAIN!,2017-12-19 11:04:11,23808
4761,"Together, our task is to strengthen our families, to build up our communities, to serve our citizens, and to celebr… https://t.co/QsOYvl1MXs",2017-12-19 00:54:32,16350
4762,"With the strategy that I announced today, we are declaring that AMERICA is in the game and AMERICA is DETERMINED to… https://t.co/PCdvaFyy2D",2017-12-18 23:49:30,15423
4763,70 Record Closes for the Dow so far this year! We have NEVER had 70 Dow Records in a one year period. Wow!,2017-12-18 22:25:20,21170
4764,Thank you Maria B! https://t.co/v1UR63CqLK,2017-12-18 22:20:20,8535
4765,So true Ivanka! https://t.co/BNGUJG69Ki,2017-12-18 22:18:13,8609
4766,"As the world watches, we are days away from passing HISTORIC TAX CUTS for American families and businesses. It will… https://t.co/95522wIKVN",2017-12-18 20:40:08,9872
4767,"When the American People speak, ALL OF US should listen. Just over one year ago, you spoke loud and clear. On Novem… https://t.co/p8hGEg9j3v",2017-12-18 20:28:19,10115
4768,"Over the past 11 months, I have travelled tens of thousands of miles, to visit 13 countries. I have met with more t… https://t.co/ZUveaJ7Hv2",2017-12-18 20:19:18,12811
4769,Our deepest sympathies and most heartfelt prayers are with the victims of the train derailment in Washington State.… https://t.co/kPYFsuSKL7,2017-12-18 19:35:38,8626
4770,"My thoughts and prayers are with everyone involved in the train accident in DuPont, Washington. Thank you to all of… https://t.co/kw24I2Jm9t",2017-12-18 18:51:26,15017
4771,"The train accident that just occurred in DuPont, WA shows more than ever why our soon to be submitted infrastructur… https://t.co/K1e1absbxG",2017-12-18 18:41:05,22646
4772,Ivanka Trump will be interviewed on @foxandfriends.,2017-12-18 11:42:18,6163
4773,"Remember, Republicans are 5-0 in Congressional Races this year. The media refuses to mention this. I said Gillespie… https://t.co/AmcJkgOSRk",2017-12-18 11:23:49,18576
4774,"More than a century after conquering flight, the #WrightBrothers continue to motivate &amp; inspire Americans, who neve… https://t.co/QPzu1tZjLZ",2017-12-18 00:26:07,12869
4775,Wonderful weekend at Camp David. A very special place. A lot of very important work done. Heading back to the… https://t.co/jN86UYnzYa,2017-12-17 21:13:34,10772
4776,"As a candidate, I promised we would pass a massive TAX CUT for the everyday working American families who are the b… https://t.co/sTAoTR50EF",2017-12-17 17:01:58,17938
4777,WEEKLY ADDRESS🇺🇸 https://t.co/1sH20Hb33x,2017-12-16 20:31:43,12746
4778,"TAX CUTS will increase investment in the American economy and in U.S. workers, leading to higher growth, higher wag… https://t.co/BL5ONhuHIb",2017-12-16 20:05:05,14962
4779,"Congratulations to two great and hardworking guys, Corey Lewandowski and David Bossie, on the success of their just… https://t.co/UdHao5fSzB",2017-12-16 14:52:03,21825
4780,"Great job Kevin, we are all proud of you! https://t.co/K6hEEaOxKt",2017-12-16 03:12:37,13591
4781,"RT @RepKristiNoem: A lot of tough decisions got us to this point, but we’re closer than we’ve been in 30+ years to a fairer tax code that k…",2017-12-16 03:09:24,6606
4782,"RT @SpeakerRyan: For individuals and families, the final Tax Cuts &amp; Jobs Act:
✔lowers individual taxes
✔nearly doubles the standard deducti…",2017-12-16 03:09:06,10004
4783,RT @PressSec: .@POTUS historic tax cuts + doubling of the child tax credit will do infinitely more to empower working moms than liberals' p…,2017-12-16 03:08:44,15661
4784,"DOW, S&amp;P 500 and NASDAQ close at record highs! #MAGA https://t.co/hvqwnqSGuG",2017-12-16 00:00:11,12662
4785,"Today, it was my tremendous honor to visit Marine Helicopter Squadron One (HMX-1) at the Marine Corps Air Facility… https://t.co/EUYbJAie51",2017-12-15 21:58:12,17908
4786,"You are always there for us – THE MEN AND WOMEN IN BLUE.

Thank you to our police, thank you to our sheriffs, and t… https://t.co/XGgLASUpMm",2017-12-15 19:48:58,16618
4787,"To each member of the graduating class from the National Academy at Quantico, CONGRATULATIONS! https://t.co/bGT8S33ZLU",2017-12-15 17:35:59,9737
4788,It was my honor. THANK YOU! https://t.co/1LvqbRQ1bi,2017-12-15 13:55:01,13713
4789,RT @GOPChairwoman: .@realDonaldTrump is the Paycheck President. Learn how the tax bill will put more money in your pocket &amp; how to contact…,2017-12-14 23:26:54,10659
4790,“Manufacturing Optimism Rose to Another All-Time High in the Latest @ShopFloorNAM Outlook Survey” https://t.co/LuV4BMp0Xc,2017-12-14 21:20:51,8747
4791,"In 1960, there were approximately 20,000 pages in the Code of Federal Regulations. Today there are over 185,000 pag… https://t.co/rZFkxL4QJM",2017-12-14 20:35:13,25267
4792,"When Americans are free to thrive, innovate, &amp; prosper, there is no challenge too great, no task too large, &amp; no go… https://t.co/FaGl53u1Db",2017-12-14 20:27:00,16448
4793,"Today, we gathered in the Roosevelt Room for one single reason: to CUT THE RED TAPE! For many decades, an ever-grow… https://t.co/Cj9e2IzI81",2017-12-14 20:13:04,12478
4794,"As a candidate, I promised we would pass a massive tax cut for the everyday, working Americans. If you make your vo… https://t.co/NMVG40PWj8",2017-12-14 17:05:13,17875
4795,"Republican Tax Cuts are looking very good. All are working hard. In the meantime, the Stock Market hit another record high!",2017-12-14 12:59:56,16769
4796,Thank you Omarosa for your service! I wish you continued success.,2017-12-13 23:58:18,13471
4797,"If last night’s election proved anything, it proved that we need to put up GREAT Republican candidates to increase… https://t.co/H4IWrlwWwl",2017-12-13 14:45:48,19406
4798,"Wow, more than 90% of Fake News Media coverage of me is negative, with numerous forced retractions of untrue storie… https://t.co/nyZJca6Hnm",2017-12-13 13:02:52,28354
4799,"The reason I originally endorsed Luther Strange (and his numbers went up mightily), is that I said Roy Moore will n… https://t.co/DcgJPmLTXy",2017-12-13 11:22:04,14653
4800,"Congratulations to Doug Jones on a hard fought victory. The write-in votes played a very big factor, but a win is a… https://t.co/QLFQ88UaLM",2017-12-13 04:08:41,23928
4801,Wishing all of those celebrating #Hanukkah around the world a happy and healthy eight nights in the company of thos… https://t.co/ZTNEFIV6cB,2017-12-12 22:13:12,16855
4802,"Consumer Confidence is at an All-Time High, along with a Record High Stock Market. Unemployment is at a 17 year low… https://t.co/zeDQbntlYG",2017-12-12 14:23:55,19483
4803,"The people of Alabama will do the right thing. Doug Jones is Pro-Abortion, weak on Crime, Military and Illegal Immi… https://t.co/yv1IbXRYEj",2017-12-12 14:09:26,20696
4804,"Lightweight Senator Kirsten Gillibrand, a total flunky for Chuck Schumer and someone who would come to my office “b… https://t.co/L8fAyMgZ8M",2017-12-12 13:03:35,22337
4805,"Despite thousands of hours wasted and many millions of dollars spent, the Democrats have been unable to show any co… https://t.co/7KG6xKANGL",2017-12-12 12:10:58,36844
4806,"Another false story, this time in the Failing @nytimes, that I watch 4-8 hours of television a day - Wrong!  Also,… https://t.co/DMSmsmDUkF",2017-12-11 14:17:18,32573
4807,Very little discussion of all the purposely false and defamatory stories put out this week by the Fake News Media.… https://t.co/R8tTxg9AvK,2017-12-10 21:18:40,29657
4808,Getting closer and closer on the Tax Cut Bill. Shaping up even better than projected. House and Senate working very… https://t.co/fKLVfqSmsK,2017-12-10 13:35:28,17695
4809,"Things are going really well for our economy, a subject the Fake News spends as little time as possible discussing!… https://t.co/hZfaovKX9L",2017-12-10 13:30:44,27938
4810,No American should be separated from their loved ones because of preventable crime committed by those illegally in… https://t.co/leuQTYO8zk,2017-12-10 02:17:25,34397
4811,Great Army - Navy Game. Army wins 14 to 13 and brings home the COMMANDER-IN-CHIEF’S TROPHY! Congratulations!,2017-12-09 23:47:55,14852
4812,.@daveweigel of the Washington Post just admitted that his picture was a FAKE (fraud?) showing an almost empty aren… https://t.co/wERMFP0Wcp,2017-12-09 23:14:34,23263
4813,".@DaveWeigel @WashingtonPost put out a phony photo of an empty arena hours before I arrived @ the venue, w/ thousan… https://t.co/3sbs38FyaF",2017-12-09 22:01:44,23714
4814,"Have a great game today, @USArmy and @USNavy - I will be watching. 

We love our U.S. Military. On behalf of an ent… https://t.co/zUH67y7RCl",2017-12-09 18:37:31,10611
4815,It was my great honor to celebrate the opening of two extraordinary museums-the Mississippi State History Museum &amp;… https://t.co/IN7JWc6lmT,2017-12-09 18:19:31,14373
4816,"Heading to the great state of Mississippi at the invitation of their popular and respected Governor, @PhilBryantMS.… https://t.co/GcwoRmwaHp",2017-12-09 15:45:47,10302
4817,"CNN’S slogan is CNN, THE MOST TRUSTED NAME IN NEWS. Everyone knows this is not true, that this could, in fact, be a… https://t.co/FoPRXAVjsh",2017-12-09 13:21:24,36248
4818,"Fake News CNN made a vicious and purposeful mistake yesterday. They were caught red handed, just like lonely Brian… https://t.co/8OH18LzYbT",2017-12-09 13:02:23,22996
4819,A big contingent of very enthusiastic Roy Moore fans at the rally last night. We can’t have a Pelosi/Schumer Libera… https://t.co/XHOCKzdEh6,2017-12-09 12:52:18,13420
4820,"GREAT EVENING last night in Pensacola, Florida. Arena was packed to the rafters, the crowd was loud, loving and rea… https://t.co/I0mrbhZT3g",2017-12-09 12:41:39,13625
4821,"We believe that every American should stand for the National Anthem, and we proudly pledge allegiance to one NATION… https://t.co/4GQmdSmiRk",2017-12-09 06:06:03,16521
4822,"This is your land, this is your home, and it's your voice that matters the most. So speak up, be heard, and fight,… https://t.co/u09Brwnow3",2017-12-09 04:46:05,20749
4823,Just arrived at the Pensacola Bay Center. Join me LIVE on @FoxNews in 10 minutes! #MAGA https://t.co/RQFqOkcpNV,2017-12-09 01:04:16,6874
4824,"On my way to Pensacola, Florida. See everyone soon! #MAGA https://t.co/ijwxVSYQ52",2017-12-08 23:25:06,7847
4825,"“The unemployment rate remains at a 17-year low of 4.1%. The unemployment rate in manufacturing dropped to 2.6%, th… https://t.co/ujuFLRG8lc",2017-12-08 19:02:27,17517
4826,MAKE AMERICA GREAT AGAIN! https://t.co/64a93S07s7,2017-12-08 17:46:21,14488
4827,Fines and penalties against Wells Fargo Bank for their bad acts against their customers and others will not be drop… https://t.co/Eg8RsLwJfA,2017-12-08 15:18:27,22198
4828,LAST thing the Make America Great Again Agenda needs is a Liberal Democrat in Senate where we have so little margin… https://t.co/HaMncvh3Nc,2017-12-08 15:06:55,18996
4829,"Big crowd expected today in Pensacola, Florida, for a Make America Great Again speech. We have done so much in so s… https://t.co/m4BiON3oo8",2017-12-08 13:11:43,15201
4830,I fulfilled my campaign promise - others didn’t! https://t.co/bYdaOHmPVJ,2017-12-08 05:41:08,54219
4831,"Tonight, @FLOTUS Melania and I were thrilled to welcome so many wonderful friends to the @WhiteHouse – and wish the… https://t.co/NlHEGuiWCF",2017-12-08 05:36:09,10036
4832,"Across the battlefields, oceans, and harrowing skies of Europe and the Pacific throughout the war, one great battle… https://t.co/XelKHx4Ibo",2017-12-07 21:10:28,13387
4833,"Today, as we Remember Pearl Harbor, it was an incredible honor to be joined with surviving Veterans of the attack o… https://t.co/c4ZYnXSAuj",2017-12-07 20:52:49,12571
4834,"Today, the U.S. flag flies at half-staff at the @WhiteHouse, in honor of National Pearl Harbor Remembrance Day.… https://t.co/561NBdqSsb",2017-12-07 20:04:20,10446
4835,"Today, our entire nation pauses to REMEMBER PEARL HARBOR—and the brave warriors who on that day stood tall and foug… https://t.co/xGiAt5hdnu",2017-12-07 16:16:19,21417
4836,"National Pearl Harbor Remembrance Day - “A day that will live in infamy!” December 7, 1941",2017-12-07 15:04:54,22374
4837,Go get the new book on Andrew Jackson by Brian Kilmeade...Really good. @foxandfriends,2017-12-07 13:08:02,10038
4838,RT @EricTrump: #MakeAmericaGreatAgain https://t.co/YpfVHtq8tE,2017-12-07 13:03:00,7454
4839,RT @ChuckGrassley: Jerusalem Embassy Act of ‘95 (Senate vote 93-5 &amp; I voted for it) states embassy should be in Jerusalem by 5/31/99. For 1…,2017-12-07 12:49:16,16264
4840,I have determined that it is time to officially recognize Jerusalem as the capital of Israel. I am also directing t… https://t.co/yG26qYMx0L,2017-12-06 21:14:41,38491
4841,"Join me live from the @WhiteHouse via #Periscope
https://t.co/wLXKoISSTG",2017-12-06 18:05:04,12741
4842,Our thoughts and prayers are with everyone in the path of California’s wildfires. I encourage everyone to heed the… https://t.co/CO5bDgsj2t,2017-12-06 16:11:55,13557
4843,MAKE AMERICA GREAT AGAIN!,2017-12-06 15:00:03,47070
4844,"RT @Scavino45: Time lapse video of the border wall prototypes, when they were being built in San Diego. Next phase underway: testing and ev…",2017-12-06 12:53:06,9263
4845,"Join me this Friday in Pensacola, Florida at the Pensacola Bay Center! Tickets: https://t.co/zA7SGgWqBE https://t.co/QzFdxQdgAL",2017-12-05 23:13:28,12233
4846,"Yesterday, I was thrilled to be with so many WONDERFUL friends, in Utah’s MAGNIFICENT Capitol.

It was my honor to… https://t.co/n4SbeI1JG7",2017-12-05 17:46:45,14226
4847,A must watch: Legal Scholar Alan Dershowitz was just on @foxandfriends talking of what is going on with respect to… https://t.co/EZ7cdgtUUo,2017-12-04 12:35:39,18106
4848,"With the great vote on Cutting Taxes, this could be a big day for the Stock Market - and YOU!",2017-12-04 12:03:18,16233
4849,Putting Pelosi/Schumer Liberal Puppet Jones into office in Alabama would hurt our great Republican Agenda of low on… https://t.co/XBhLWc1Y4C,2017-12-04 12:00:08,21471
4850,Democrats refusal to give even one vote for massive Tax Cuts is why we need Republican Roy Moore to win in Alabama.… https://t.co/cTTqHa3YXL,2017-12-04 11:17:05,25456
4851,Report: “ANTI-TRUMP FBI AGENT LED CLINTON EMAIL PROBE”  Now it all starts to make sense!,2017-12-03 13:36:45,37217
4852,People who lost money when the Stock Market went down 350 points based on the False and Dishonest reporting of Bria… https://t.co/4MT8wja1pn,2017-12-03 13:15:21,36062
4853,"After years of Comey, with the phony and dishonest Clinton investigation (and more), running the FBI, its reputatio… https://t.co/gdbdgXZ57e",2017-12-03 13:00:47,28963
4854,"Tainted (no, very dishonest?) FBI “agent’s role in Clinton probe under review.” Led Clinton Email probe.… https://t.co/gpveJGRATD",2017-12-03 12:42:47,25399
4855,Such a total miscarriage of Justice in San Francisco! https://t.co/MSIkBCKF3t,2017-12-03 12:27:54,18855
4856,RT @paulsperry_: Wray needs to clean house. Now we know the politicization even worse than McCabe's ties to McAuliffe/Clinton. It also infe…,2017-12-03 12:24:51,13317
4857,RT @paulsperry_: BREAKING: top FBI investigator for Mueller--PETER STRZOK--busted sending political text messages bashing Trump &amp; praising…,2017-12-03 11:46:02,23539
4858,RT @GovChristie: .@POTUS has done more to combat the addiction crisis than any other President. https://t.co/EfjJVrE29G,2017-12-03 11:19:56,8093
4859,"RT @PressSec: The Trump effect: “The U.S. economy is running at its full potential for the first time in a decade” -WSJ
https://t.co/ee5N0z…",2017-12-03 11:17:35,14557
4860,I never asked Comey to stop investigating Flynn. Just more Fake News covering another Comey lie!,2017-12-03 11:15:02,22004
4861,Congratulations to @ABC News for suspending Brian Ross for his horrendously inaccurate and dishonest report on the… https://t.co/wEVP4iGN6n,2017-12-03 02:22:40,26530
4862,Many people in our Country are asking what the “Justice” Department is going to do about the fact that totally Croo… https://t.co/saIhU8YIrL,2017-12-03 02:13:28,32230
4863,"So General Flynn lies to the FBI and his life is destroyed, while Crooked Hillary Clinton, on that now famous FBI h… https://t.co/OPFBHVaU1Z",2017-12-03 02:06:54,42409
4864,Great job First Lady Melania! https://t.co/TRuvaftPcD,2017-12-03 01:50:15,14181
4865,"62 years ago this week, a brave seamstress in Montgomery, Alabama uttered one word that changed history... https://t.co/eOvCBcMIKX",2017-12-02 21:07:59,26295
4866,I had to fire General Flynn because he lied to the Vice President and the FBI. He has pled guilty to those lies. It… https://t.co/8bMCLGuAhf,2017-12-02 17:14:13,30211
4867,Biggest Tax Bill and Tax Cuts in history just passed in the Senate. Now these great Republicans will be going for f… https://t.co/5hPQSNDZV3,2017-12-02 12:54:37,27431
4868,We are one step closer to delivering MASSIVE tax cuts for working families across America. Special thanks to… https://t.co/L07UncQMZS,2017-12-02 07:49:18,16698
4869,"Economists on the TAX CUTS and JOBS ACT:

“The enactment of a comprehensive overhaul - complete with a lower corpor… https://t.co/G7c2uDgMG5",2017-12-01 21:49:27,15230
4870,The media has been speculating that I fired Rex Tillerson or that he would be leaving soon - FAKE NEWS! He’s not le… https://t.co/tYYnq58Zmk,2017-12-01 20:08:22,25202
4871,RT @WhiteHouse: President Trump proclaims today as #WorldAIDSDay: https://t.co/AMqW8mWiak https://t.co/XGp8EelNzz,2017-12-01 17:23:17,6521
4872,Republicans Senators are working hard to pass the biggest Tax Cuts in the history of our Country. The Bill is getti… https://t.co/GTBHcuUggn,2017-12-01 11:21:06,17249
4873,The jury was not told the killer of Kate was a 7 time felon. The Schumer/Pelosi Democrats are so weak on Crime that… https://t.co/s5uFDixZoH,2017-12-01 11:13:35,29864
4874,"The Kate Steinle killer came back and back over the weakly protected Obama border, always committing crimes and bei… https://t.co/5EjQfmTqYg",2017-12-01 11:03:35,34411
4875,A disgraceful verdict in the Kate Steinle case! No wonder the people of our Country are so angry with Illegal Immigration.,2017-12-01 03:30:42,43492
4876,"The Christmas Story begins 2,000 years ago with a mother, a father, their baby son and the most extraordinary gift… https://t.co/SZLUM1jD27",2017-12-01 00:42:21,47372
4877,Today is a day that I’ve been looking very much forward to ALL YEAR LONG. It is one that you have heard me speak ab… https://t.co/OmcorwQCkR,2017-12-01 00:36:40,28074
4878,"Our FIFTH 1K milestone of 2017!
#DOW24K #MAGA https://t.co/NoVt1uFp0y",2017-11-30 21:50:33,12627
4879,"Today, it was my great honor to meet with the Crown Prince of Bahrain at the @WhiteHouse. Bahrain and the United St… https://t.co/xShHfc3Yxo",2017-11-30 21:00:50,10140
4880,Thank you @SenOrrinHatch. Let’s continue MAKING AMERICA GREAT AGAIN! https://t.co/PIv9OAVZcf https://t.co/6egRvuwj1l,2017-11-30 19:26:42,14031
4881,"The Dow just broke 24,000 for the first time (another all-time Record). If the Dems had won the Presidential Electi… https://t.co/A5LJPneB9D",2017-11-30 15:46:39,21320
4882,Stock Market hits new Record High. Confidence and enthusiasm abound. More great numbers coming out!,2017-11-30 13:05:21,15455
4883,"The Chinese Envoy, who just returned from North Korea, seems to have had no impact on Little Rocket Man. Hard to be… https://t.co/ZySsGTqQHp",2017-11-30 12:25:00,16251
4884,The Failing @nytimes has totally gone against the Social Media Guidelines that they installed to preserve some cred… https://t.co/cWMMAc5jUq,2017-11-30 12:15:08,11940
4885,"The Failing @nytimes, the pipe organ for the Democrat Party, has become a virtual lobbyist for them with regard to… https://t.co/Dcr4Tge2Wb",2017-11-30 12:01:25,14316
4886,Funny to hear the Democrats talking about the National Debt when President Obama doubled it in only 8 years!,2017-11-30 02:23:14,35747
4887,"“Had the information (Crooked Hillary’s emails) been released there would have been harm to National Security....""… https://t.co/uYZYvT8xIo",2017-11-30 02:00:23,20059
4888,The only people who don’t like the Tax Cut Bill are the people that don’t understand it or the Obstructionist Democ… https://t.co/Kr5HJ8OLCQ,2017-11-30 01:09:42,17954
4889,The House of Representatives seeks contempt citations(?) against the JusticeDepartment and the FBI for withholding… https://t.co/KrYQGAlt2h,2017-11-30 01:03:30,23452
4890,".@Theresa_May, don’t focus on me, focus on the destructive Radical Islamic Terrorism that is taking place within th… https://t.co/d5BTTYaALh",2017-11-30 01:02:06,38300
4891,"Now, we have a once in a lifetime opportunity to RESTORE AMERICAN PROSPERITY – and RECLAIM AMERICA’S DESTINY.

But… https://t.co/HNvPxZHEIz",2017-11-30 00:40:59,12432
4892,"A vote to CUT TAXES is a vote to PUT AMERICA FIRST. It is time to take care of OUR WORKERS, to protect OUR COMMUNIT… https://t.co/WerIo83AE6",2017-11-29 23:29:27,11141
4893,"This week, the Senate can join the House &amp; take a strong stand for the Middle Class families who are the backbone o… https://t.co/ILfhlLOkSE",2017-11-29 22:54:56,12110
4894,"Departing @JBA_NAFW for St. Charles, Missouri to help push our plan for HISTORIC TAX CUTS across the finish line.… https://t.co/A9I7mvnhUD",2017-11-29 18:34:50,8088
4895,"Economy growing! Excluding hurricane effects, CEA estimates that real GDP growth would have been 3.9% in Q3.

Stock… https://t.co/ceei9Ux8MO",2017-11-29 14:49:14,11436
4896,Just spoke to President XI JINPING of China concerning the provocative actions of North Korea. Additional major san… https://t.co/h6Gq5vdcso,2017-11-29 14:40:01,20109
4897,So now that Matt Lauer is gone when will the Fake News practitioners at NBC be terminating the contract of Phil Gri… https://t.co/6vWDKTgCQG,2017-11-29 14:14:19,22758
4898,"Wow, Matt Lauer was just fired from NBC for “inappropriate sexual behavior in the workplace.” But when will the top… https://t.co/xvaYsbO0le",2017-11-29 12:16:21,25009
4899,Looks like another great day for the Stock Market. Consumer Confidence is at Record High. I guess somebody likes me (my policies)!,2017-11-29 12:03:38,14723
